user_id,item_list
7229,10747 2283 13763 8396 5187 25029 1547 5032 7662 8513
7450,24172 8488 19427 25250 23579 24017 20822 18583 25621 8296
685,20031 18591 3980 10350 3581 25625 6256 10675 22356 942
4716,12742 15961 4927 993 20401 1825 275 25869 364 24981
5775,18293 8544 10530 8524 23056 14715 13707 18619 433 15518
5414,12424 11961 8268 3623 3522 19016 17093 19697 13080 22631
6349,18945 10691 12898 17196 17523 8944 5260 5707 16218 15428
4794,24075 9851 18190 13541 25675 23711 2333 22646 21854 23536
439,2426 5 12933 6472 21920 18148 7467 1056 5773 10792
1396,23536 22646 3983 2868 13541 10450 23711 5717 18190 9218
2548,2619 102 17478 20290 10615 6094 11072 24481 20232 23707
2965,2426 10834 13711 5 17156 10908 17209 16906 22848 23133
4942,9851 942 24850 21552 10786 25675 18293 16656 4560 19564
3170,22750 21342 466 15915 942 21857 8445 16537 1904 19620
7583,25675 10269 9438 8491 21413 22410 8264 22554 9551 604
1336,6294 6632 466 22128 4257 20363 22750 22554 25046 25675
3856,14684 8395 4502 18419 25596 4193 13170 12230 13663 19534
5969,24075 1538 24753 24566 11367 6686 18376 13176 25199 14647
1653,21733 21111 15635 22885 7530 18486 20434 4039 2275 15197
6387,19524 19480 8538 881 14508 5562 3165 19922 11749 17746
1610,11423 24861 22730 12427 4756 20897 8538 11792 24095 6551
4278,3527 2005 11774 14528 18459 24546 21611 5625 8805 1803
2044,8097 24577 20146 17819 25407 8322 17070 19678 21053 23141
2322,9591 21552 14385 22645 8920 19822 4966 6088 8560 12801
4664,7865 7494 8102 23189 11687 11091 12321 18984 23600 7284
1366,25407 22554 10269 8318 10397 15937 12223 9092 532 3971
6322,8094 24666 13132 9295 11324 7495 10869 21647 4437 16890
5273,16670 7724 14000 23304 23444 16816 2570 1816 21193 20667
4836,15394 10592 18404 44 12257 12839 5475 16810 1397 23756
6900,11820 24549 6250 17188 13099 10653 25165 15963 18642 1794
6913,11772 17156 22871 4188 18949 20325 5195 8031 11645 13977
3979,25868 15562 17464 1920 12906 20371 6612 6380 11361 14656
2169,14356 5044 15903 15811 14554 3309 18128 12077 5150 10981
3369,7257 15708 25314 3804 20563 8667 13658 19781 6759 10621
4858,15749 21512 7093 7823 20651 4257 7620 10727 8023 3561
2790,19678 10364 4959 18902 8322 7583 8920 21105 13384 17850
4245,24075 25407 9438 25675 23154 6734 10834 15691 1583 22554
1903,10792 10345 18452 22848 10834 22010 21373 2426 12050 3630
1953,2426 15691 6327 13711 6734 23154 5607 10594 9555 23141
2133,11083 9327 17662 16786 12786 17951 9266 24874 20469 17739
1194,2656 4237 12663 18561 4919 273 24570 5156 20226 17952
5831,21857 8769 20553 17739 17662 11832 24355 17668 16786 23064
5389,25693 18874 18814 4169 7316 19962 4408 23060 3482 12597
1201,21175 24719 19112 5593 21056 9455 14661 5970 12150 20814
2346,18949 22592 11795 23309 22909 3188 12713 25807 19857 17232
1420,14654 22665 23583 5227 15278 22743 1057 3891 17388 9181
6167,15691 10834 19089 6734 8894 16928 11295 25675 20095 2236
5222,18122 12462 17820 5412 2996 8064 14865 10807 3997 15764
3587,25076 20756 21512 7883 1816 19123 21337 23003 19926 14978
6391,15518 18872 25030 15296 19255 20502 14159 2135 25693 8565
1790,2210 18751 20565 10537 10035 25779 4902 7836 10688 20711
6702,9060 3251 8424 25717 15997 10567 2541 15612 7728 21297
6589,11197 3913 20756 12943 21395 21161 25516 20919 21042 24032
1920,14684 21003 19346 3572 5436 6913 19010 8249 16363 13296
544,1770 19092 4213 3737 11533 3743 16151 15169 2426 1242
6359,25218 16522 10851 8699 14625 6828 3537 21226 6861 19178
1881,5952 654 22853 1230 21053 15259 20308 24070 4257 5994
4625,2426 23154 9555 15903 10834 7727 6327 18392 13711 23141
1980,5467 19826 4787 17995 11459 25711 2108 19213 802 6464
281,5717 2333 12061 5396 2300 22646 23536 9029 21854 13939
6002,812 18814 7883 4502 12143 2170 13086 4767 16671 21966
6042,19089 20095 23600 19709 19525 24075 5044 8431 22121 18317
6115,4811 6628 10554 3176 8693 8949 3833 16604 22213 6950
6339,2705 14300 1816 21060 25675 11876 17400 4115 24075 7164
714,17517 11269 16775 7144 17586 540 22500 16845 21792 13767
6801,17842 7368 23886 11383 1288 22183 10451 21863 5429 17845
3689,3188 6136 14627 23491 11772 19146 22871 17156 9798 21269
4349,13552 5284 341 24985 24033 913 4113 2422 14964 21136
1169,25693 13030 20726 22807 20750 8301 25491 23127 11792 2468
3423,25407 7727 23154 12818 7095 1230 9555 23141 4257 13711
7111,1714 14684 19874 15363 24355 7955 20308 4502 8712 11452
1110,5906 23540 24757 2468 2688 14462 2300 24472 24908 5543
6073,17723 20173 2665 5952 20982 20095 11533 5179 1634 10182
3034,19401 10786 22554 12061 15256 4512 18419 20368 14684 25675
1739,25642 15587 20711 3599 18930 5567 22606 9664 3026 1928
4877,10592 44 15275 3506 7487 10586 23426 12257 6319 12839
41,1041 17225 7883 1695 13339 1682 15027 11408 21213 10191
1299,18263 9591 5179 17724 13391 13424 21969 13024 22422 1863
5627,1863 11549 18122 13628 19822 21552 14385 7266 5468 1947
1394,20095 7494 23850 16630 12409 8183 19346 19524 24355 2665
7885,4602 3488 4115 23645 4502 11623 19459 9752 1712 24355
3706,15520 4152 10932 1942 13374 14132 7412 19209 6028 21344
2011,7117 3418 24962 18995 851 7835 5491 471 6865 19028
3160,15234 1055 19874 24333 25034 17440 10423 3579 19524 20963
7444,24534 24908 7575 24015 6356 12983 16245 18176 1304 20496
1096,25387 11979 18980 203 13438 1441 7117 6865 24029 11335
124,23536 22646 5717 2090 2333 13541 18190 2868 20472 10450
188,1095 10747 9819 3901 11823 17133 7561 24992 12845 5966
141,5078 2304 17637 12230 14684 8769 20308 14386 6652 11083
6182,10786 23711 24075 773 11792 5396 5717 8811 20496 25675
5600,4205 25662 9102 4940 839 11109 12031 7123 8351 3819
1015,25407 7727 9555 18392 1583 10834 861 12818 10908 16928
7015,292 14485 13424 7086 12194 15903 15234 12158 3230 8709
6080,10269 25675 9438 12061 5942 10786 23799 5044 5817 6781
1418,25407 7642 4147 11684 14141 5469 3447 5669 24429 19769
2441,3744 5469 13887 13294 19769 21061 14141 22564 1869 5763
1646,7849 13196 5717 19750 12550 17092 22881 5334 9556 20301
5530,7564 13649 10208 23556 19551 6104 25359 13815 8103 13393
5853,24075 20108 20496 21552 22554 20148 18176 10786 15327 6088
3478,7728 12719 10552 8990 5152 18317 2678 13711 1307 19735
381,6239 24153 24900 6760 7444 525 22858 10182 275 8115
2415,14684 24355 19874 7883 2505 24070 4257 5581 22653 25076
333,18190 5717 6088 11792 24075 10450 9284 9851 19114 9218
990,12289 17662 3983 5467 17995 2996 19922 8783 25711 24355
5084,13074 12710 20290 20934 10516 14978 25333 13229 22771 25676
5961,22554 24075 10786 9438 18293 12923 25260 12061 3551 10269
7906,25030 1985 14311 3724 18872 9029 1504 11190 25314 772
2113,17844 22032 16790 2516 17025 25491 12589 15115 10673 8693
1826,2996 1863 466 21859 9591 24340 10972 6781 8251 13175
4668,15415 3556 6612 14656 13973 17430 9934 6208 18733 16395
465,17820 15764 8304 5412 24109 24093 4803 18569 1026 8064
7707,10792 23741 5491 10345 9322 6734 9285 24300 6865 17156
3376,4692 10747 5187 8396 17370 5815 7981 12158 22875 9819
5548,4966 21859 23923 18246 6781 19 10036 19094 24340 1863
2552,22998 16218 5774 12047 11779 16577 18512 10691 21242 15691
2103,21042 21712 16577 20766 11569 11705 12943 15451 1259 16918
3980,5952 11533 13503 25596 15169 23154 10834 654 17209 20974
1551,9282 562 20884 14658 11542 7229 4364 18493 21871 1480
3701,22177 19700 1933 20847 14134 23813 2902 18050 18460 4789
2423,6088 9851 14418 12061 25675 8920 23536 9386 25338 1378
3841,16345 4447 20919 24070 22885 22229 22655 16611 12182 4280
3874,823 9620 15691 7115 24577 9637 10640 22010 7095 14356
3204,3348 17841 4638 21935 25353 1938 2300 10979 15709 22244
5193,23741 1720 9285 25161 179 17723 14574 10901 16909 19544
758,25407 6708 21352 8860 17209 13806 3737 349 24840 15691
4496,4620 2868 10450 2432 24756 10788 15459 18528 21854 15335
1569,6315 8372 17218 13391 7884 14643 22522 12268 24573 2570
4944,57 24484 15764 24093 18569 8064 18122 8304 4803 17284
7391,22554 18293 12923 25260 25230 13588 23888 13902 18804 24075
4637,24586 4341 5626 1898 14172 17407 15522 6520 24594 9614
5748,19468 16772 191 2426 7095 5044 7728 25631 24724 23485
2644,24355 17668 19874 9438 14684 6438 10073 17070 4203 9683
5841,19991 13128 16790 23352 17418 17205 11096 14370 20320 598
4023,22128 22750 18293 6294 15790 6632 21552 1816 24230 9591
4848,16301 11855 13954 1092 21350 20919 16345 25398 18687 1750
5250,13863 11195 10438 1983 3930 8097 14279 21918 17699 19941
7056,17284 7471 5887 8528 12296 16197 14509 9045 1026 22142
954,3835 1480 22535 13408 24721 19766 9547 25100 17168 23258
4479,19874 8395 4502 9438 17637 10269 20553 2304 12037 2177
66,19089 2533 24075 19480 17858 20496 25873 8431 10786 16083
5935,5032 24577 13609 24008 8097 22548 9319 497 9769 23941
778,5930 4147 21042 25133 21712 11705 306 2375 11354 6296
5461,17643 2274 5078 2503 11377 3572 2841 12554 24181 22531
2709,3803 25675 10786 11340 23391 4512 12923 22554 21615 18452
3136,10717 23741 14039 24163 25387 6865 4592 24874 20949 19028
972,5717 18190 3337 24756 3601 2432 8544 3747 18528 3933
70,4390 4588 12319 3812 22121 8990 25044 22594 10162 25407
2414,1674 14965 5731 4843 12847 4751 18304 18863 23560 13682
7222,6239 5562 17760 18160 8158 15006 14978 7474 6760 12273
1884,6018 4390 20161 6446 9352 18499 24189 25550 7115 1710
1375,20857 9520 25209 19007 4065 11623 25526 4738 24199 21624
3876,10269 25675 9438 9851 10786 12061 22554 23799 5942 19478
7253,4390 7105 6446 22730 19498 14356 11365 20940 23056 16577
1810,8544 20148 1863 5717 2996 22511 24410 24621 13797 14023
960,15566 6433 22757 13340 10269 25675 9691 24544 21488 24962
5653,9315 11792 2868 9029 9284 23711 2333 21732 18528 18872
1325,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
4370,19089 2665 23600 17760 19709 20146 7494 13797 19524 17723
4192,8665 3541 15234 21812 5942 2712 13332 3314 22189 21433
4484,10269 5942 9438 7494 22554 23799 25407 10786 18293 13118
1429,13226 23651 23468 4194 13593 16224 9123 20398 20766 17013
1072,18574 10908 23154 5436 18984 10594 14554 5641 25407 18392
4457,18619 16017 3058 533 6469 25633 13074 16409 14513 7036
2137,5444 19978 16041 9396 20053 3790 3364 11360 13070 18704
2285,4136 15047 21744 13321 20287 16442 8480 25870 10194 23334
74,8152 16971 14104 22622 9520 20374 6418 20837 3722 13552
313,25675 22554 22750 6632 22128 6904 25046 12061 6294 18804
293,9508 18246 2333 14273 11432 989 21289 25226 9851 9753
4514,15 8574 21920 6734 10968 18465 14744 11628 16496 2570
3810,21260 20496 20148 24621 13308 18132 8059 13132 21552 21653
3804,24075 10269 10786 12061 12923 18293 7202 19401 24894 3803
4950,14002 10710 8841 13402 11854 21488 11677 9864 12671 25154
6615,16767 22889 3348 10979 19524 10384 2910 22523 7137 5717
1285,4856 11202 4139 16225 24376 1788 15950 8658 25669 23651
5620,18190 5717 4620 13541 10450 15335 11430 19443 18114 15327
2942,8304 10807 18569 8064 24484 17820 5412 3138 4803 21022
4263,13609 20333 23328 497 5032 8709 4936 22356 9769 12048
1663,10946 19468 16772 15729 14272 5784 3656 3812 15673 8097
3787,2333 23536 15459 6088 12061 9337 22646 1863 19114 12341
7357,20437 6662 13243 22280 2109 19643 5900 19049 15906 6755
498,2426 25675 22121 10269 19089 21042 1848 13703 23141 22554
4598,14253 11925 23109 15144 17745 18561 2832 13138 13686 18496
812,15903 14554 17546 24355 11350 16324 14684 2159 22653 2177
6890,7086 7642 3230 588 14141 13065 11991 19769 15810 7550
4810,22848 18392 6734 10908 10981 17156 21920 22187 861 6878
7698,6239 4766 11706 8158 5562 21527 23628 19398 14322 12739
2474,24721 23509 12786 24874 267 5737 20330 2751 8769 14966
3131,25407 10981 15691 18452 17229 10908 1583 24670 10137 7727
4224,21954 13294 25035 14514 3669 22390 23719 4946 14545 12962
5533,3737 5952 25596 2118 654 6212 18664 12050 4541 4837
2369,22298 3455 20182 7679 6544 9315 5532 11960 15334 25794
4643,11366 508 18122 1810 10413 23427 8988 7700 17284 8816
6754,3497 21061 22564 5469 5763 3744 502 4147 2039 8986
106,3668 23299 10786 275 9851 1937 22356 11818 4254 12061
2243,16810 8424 5936 15997 9060 14420 21297 15612 3251 25717
1413,20146 23600 19089 12409 12119 17723 8894 19525 20095 8937
3915,21413 8627 101 23391 6358 17233 1366 699 17070 3619
413,22645 8560 7266 4940 16552 14385 13628 6088 5468 21552
918,14253 14406 11357 13867 3905 1097 4444 11925 14316 15993
1782,9851 24075 10786 15034 8811 10269 25675 5942 19089 10327
708,3931 19395 1599 1154 14444 14761 10551 1129 7299 18540
3079,25407 23154 2426 10594 5607 10834 9701 9322 6878 18392
4408,23481 11730 5746 14978 11091 3348 12968 8560 4175 9591
3156,24075 14253 4825 12847 13682 24993 24049 4444 24444 22884
5399,5010 12037 15990 2195 10073 20191 6652 2304 12826 21897
7560,4502 20553 10418 18419 24481 5078 19879 6612 4257 10073
1252,878 1815 2461 21882 645 5918 17525 3034 3682 25752
5815,21042 16577 12943 21161 11354 2375 23996 306 11705 19934
2261,15196 7292 12601 13593 10653 24948 484 15903 3701 5497
2939,10073 20191 4538 4435 15990 12037 2195 6652 2304 22969
4329,22903 22835 5032 24075 3037 15559 18649 9662 497 8709
5569,6108 13419 562 8974 19704 15327 18791 4620 20830 477
5190,5717 6088 21854 22646 22356 15335 3983 2300 5396 9218
4470,23510 23621 22056 2507 22979 14279 13053 699 14333 2072
3977,22665 14946 6847 12742 25736 2910 9282 7123 3848 13181
4134,25774 3930 7758 521 2864 1697 14918 23503 955 11056
2993,3111 17123 17919 6935 13331 21640 18931 15400 22471 18130
3309,6539 23457 25903 25755 13855 24405 2109 14418 18814 4068
7675,17209 9733 22010 12050 9322 10792 6878 11340 13711 10908
6894,15169 19875 654 3737 2118 5952 4366 19092 3580 13503
3447,19089 19525 11091 2665 20095 18930 19709 25873 18310 11658
6410,11193 14640 10007 11953 20672 16299 22335 22121 25101 3423
6732,19089 19525 20146 12409 8431 19709 23600 11658 17723 11091
715,19089 18984 20146 7494 7908 8894 17723 18317 19480 19525
7616,14354 8529 14396 2174 5784 18499 4147 23398 16758 5763
1464,23244 5744 24128 9402 10026 6452 4792 23568 12409 7251
5455,22655 4280 24070 20478 19596 20308 24216 13824 25924 17136
436,17723 20095 20146 19089 22853 20173 13472 25345 14573 23600
6224,15082 462 1938 22244 15709 23481 10979 23461 4638 21232
5897,12680 6446 24075 9515 2533 1091 7094 25197 9724 25472
7258,10269 9438 12923 10786 25463 12061 7728 15564 14595 18293
343,914 5721 23989 19123 21492 24202 302 4821 3550 7587
7718,3037 4936 497 14684 9769 17220 15559 19189 12048 740
1156,19429 21428 2274 9477 1808 359 13240 7758 19605 10728
1800,2426 23154 10834 10792 9322 22010 21920 8860 10345 6734
1882,7728 195 12719 21469 11459 1307 23985 24660 17547 8943
6798,23864 5084 7426 21139 21674 17586 16489 19518 10747 25741
1804,5469 3497 1869 8986 6164 5763 21061 3744 502 13845
3765,10594 2426 25407 1583 10792 23133 18392 17249 5607 16906
2827,18190 15327 10786 11792 9284 12061 20496 8544 7849 13541
4512,25311 16555 11651 6828 12685 16522 19824 14625 6861 8699
2163,25738 21042 12601 5930 19033 679 11197 625 12943 21355
7436,25873 19980 19089 15257 25693 1068 8894 21595 24209 15207
6601,18790 24955 24831 24561 20726 18867 14647 10428 5494 13463
1130,23154 10594 15691 10834 1583 23141 13711 6327 18392 17156
3223,25407 19089 5044 20095 7494 16630 2426 12914 12466 18984
7429,18872 7885 11716 23258 23299 4620 9284 999 17552 18246
6147,4502 5581 18419 24355 20345 16324 23434 8395 23821 359
3202,3377 18132 9075 14218 12543 24410 25878 22932 7883 21866
6984,16857 3014 16084 10785 21022 3068 9187 15764 5137 15125
5229,12236 19792 25779 1240 15963 23189 18751 9609 2210 20936
6229,25407 9555 2426 23154 1583 7727 13711 12818 16928 22848
1589,1702 8475 1205 23324 12656 25928 25185 25034 17908 6418
5234,2342 6439 5870 22329 2270 8454 23760 9597 17823 24565
4686,16860 1269 9591 13751 1947 22573 18296 15881 793 22500
2080,16112 11987 3469 11716 7885 25491 5487 24591 20864 9284
1249,24898 16852 24117 17991 678 1722 6942 2122 1595 23034
5670,12409 8894 6198 19525 14951 24209 17257 20095 18317 25873
2331,1863 4966 9591 14023 17253 1825 24410 12826 8544 2996
3220,10269 9438 25675 18512 13797 5044 15903 8894 20146 22554
6319,24660 9001 23541 24867 21353 13960 15234 22766 7883 15857
7654,14070 14518 15142 12755 12478 20626 16668 18347 2459 6016
1612,13935 8620 2132 25005 6311 25903 12656 6617 23975 11792
1917,11465 8920 8151 22616 8322 21464 4112 16560 25932 3588
6393,10786 9851 24075 12061 22554 773 8538 9029 21975 17858
1807,14385 9591 1863 8920 22645 17514 4100 13628 25682 15174
904,19089 12077 10786 9609 20934 7944 9215 5374 19792 20979
6596,14640 20722 11502 14479 24274 9511 19118 14928 7045 19723
2517,5489 2336 20474 14405 14030 17052 9489 24437 13672 18449
1627,20734 19948 23670 11812 12162 13795 11003 12759 21199 23086
2211,16708 9241 22005 22171 24963 20949 12943 8639 4766 4724
6511,20308 8063 20669 16276 1185 19436 15207 4382 14287 3563
806,15903 17546 25642 20841 6208 17948 5150 15196 3971 17218
598,2426 6327 16772 23141 8990 15691 9555 7095 1583 23154
7376,3348 562 25353 9797 14593 878 11716 25643 22300 13764
7741,18656 12230 11226 19846 21624 23285 19007 25209 9135 8660
3314,20897 15759 23403 25478 11452 9243 22096 19524 433 13707
1378,9438 10269 22554 10786 18293 12061 5942 11792 12923 18545
2358,18512 1055 25642 20255 9115 12289 15234 2788 20686 6500
2407,4502 17668 19874 18419 10951 20756 20308 21161 10418 8050
4447,2492 10792 18392 23154 21920 2426 10981 10345 10594 22848
3280,20146 12119 23600 3165 16465 16630 4150 23109 17723 9438
3481,15082 2109 20849 20301 132 6114 5973 6673 18460 8780
6832,16775 5150 14203 658 4257 18808 8318 25482 7144 25167
1358,20711 11284 14456 1201 10444 23700 13352 13219 21731 3550
7585,22770 3498 14625 1276 16522 15188 18353 7445 1000 20348
4452,20799 9295 9021 6816 733 2791 16890 17536 10503 16414
4940,10238 2076 21968 25572 7700 11366 24484 18122 21274 9703
1364,7117 15959 20321 21108 6865 15377 2356 18980 23924 3418
3476,25675 195 22554 12719 2678 17209 8990 13711 24075 11340
780,5717 4620 18190 2868 20401 921 10979 19114 2333 23536
1824,24423 6734 10309 10766 25585 4878 12638 25631 9701 16772
5365,5032 6689 8709 15182 8346 740 9662 3037 9769 974
1850,3037 5952 497 8709 25596 12048 19875 15559 9662 3737
445,13294 6073 18317 7736 22445 13928 16651 22406 18538 6371
4302,3556 18987 8538 2638 20212 13925 9135 15523 24255 13869
920,17233 25407 25677 23141 17724 20669 12214 17070 466 13384
1274,19874 3525 4502 16671 21943 23155 25514 9115 22862 10716
4088,15196 14554 20841 13593 17546 17218 24533 9511 5641 13081
423,4966 9591 8560 8544 22511 8920 4940 11452 24410 20108
6447,8558 919 8709 25326 13742 4817 13424 1705 25305 10213
1865,23737 17680 3631 24289 620 24243 13890 22438 1183 7302
982,1863 12061 23536 21859 23711 14385 9851 9386 8251 8560
1293,7553 3551 25675 21413 23391 882 20148 25071 9085 21552
6414,2665 19089 17668 15512 25407 12466 9418 35 23481 16770
6045,25407 19468 16772 7095 25675 19750 6446 5044 7728 25631
3449,2333 2868 13541 18190 5396 23711 4620 15327 9284 11792
7685,25675 9851 9438 18528 10450 21552 2333 20726 25071 24850
2054,22554 11633 17465 21373 22010 23895 16394 17877 12923 5760
4787,11792 4055 24561 18528 10450 7235 1051 12061 2868 23207
2006,15394 10592 5854 12257 5475 18404 44 13490 15612 16810
6970,17637 8395 12037 11022 6652 2835 5078 19874 2459 20347
171,4512 25675 12923 23424 19401 10789 14418 7202 15564 151
6950,1258 24355 12722 19213 13696 17668 17133 3130 20669 19967
4031,22866 23244 12471 18131 9550 20173 13605 6198 12764 12119
1770,4384 23370 25457 7437 23280 7708 14743 20613 20359 9590
7324,11295 4382 9438 20321 4502 21697 17478 5497 10418 1055
7344,12719 12538 195 7728 23816 22356 23127 1307 4421 24875
4101,5765 4353 5193 19384 8667 24914 22232 3905 6165 19754
886,23568 4966 8558 2996 4940 23358 10555 2564 1928 2297
1310,19079 11987 7842 11968 477 3668 13837 2497 3469 25491
1092,25242 18798 13928 2665 4664 9290 14814 7045 3812 18317
1695,10269 25675 9438 25693 22554 10554 12061 9851 8538 7964
4789,1902 15844 1634 10491 25778 25002 24481 16394 15234 11533
4782,24075 9438 25675 24894 22554 14313 3165 5728 9353 20818
3276,15959 203 13438 23759 6555 10784 15273 4308 17802 9448
3021,8709 14488 13789 13502 557 974 1885 20065 17423 13609
4094,22554 25675 195 18392 12719 14670 861 17046 21375 12579
5526,20496 4927 14012 1669 8568 21552 24075 19910 4209 19802
6062,2352 13720 18867 10287 16767 24955 2745 18493 12494 21715
503,12061 24075 21552 1863 23711 16552 3668 11363 9960 2641
1698,13030 18190 454 22646 23457 24756 19443 9556 4684 5717
4641,3527 24546 22622 20276 12087 5076 14506 13810 7442 18547
5917,6734 21552 15257 17819 21042 6878 3630 10675 5364 625
462,15125 16857 24093 15764 16084 4803 3148 5412 7471 3942
6942,2665 8544 9664 5859 6198 17760 5965 22473 6906 11076
5889,23215 2646 12158 4956 3037 18561 21492 5156 5078 919
2484,10450 3518 3047 24863 8109 19078 20573 503 16248 5463
4677,20308 22653 10396 23461 8268 21428 20075 24481 22334 18997
2397,3570 8097 20711 16281 10046 19922 13595 14562 16630 18406
3194,14656 20232 5821 17464 21498 17430 1424 22623 20371 13374
5574,24733 21498 24255 12808 4788 22847 21317 14201 20371 15415
3969,15234 5179 22853 19346 1773 4778 24355 3801 11826 6408
5586,23468 7049 13226 16991 6446 484 17013 2001 16793 7114
4592,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
3048,9050 1671 5711 14433 24693 5073 8183 24561 19033 19388
7071,4959 22110 3014 21859 16735 23156 1863 8560 11658 22645
2403,24410 19922 7883 20148 20308 1714 8920 12289 6636 17168
3310,13609 23328 13433 18984 20333 23127 18793 24850 21550 8696
6166,1959 9520 23975 16473 14413 8593 16012 8475 18612 20239
656,11388 17870 16904 7980 5756 1998 1712 2459 23620 9632
6200,588 7642 13097 19070 12486 19769 3497 7550 14759 502
2055,19655 21277 10019 8560 3943 20679 4628 11148 23156 19822
